time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002320,0.5354,-0.4389,0.9347,1.163
0.002897,0.8112,-0.4578,0.4165,1.020
0.003450,1.1188,-0.4853,0.0281,1.220
0.010169,1.4249,-0.5501,-0.1203,1.532
0.014525,1.5907,-0.5948,-0.2434,1.716
0.019156,1.6932,-0.5239,-0.2547,1.791
0.024339,1.7469,-0.3477,-0.2441,1.798
0.030261,1.7521,-0.2870,-0.1059,1.779
0.034770,1.9099,-0.3707,-0.1271,1.950
0.038351,2.0570,-0.5555,-0.2458,2.145
0.044054,2.1985,-0.7171,-0.5241,2.371
0.049928,2.2532,-0.8079,-0.9223,2.565
0.056507,2.2167,-0.8280,-1.1998,2.653
0.058753,2.2235,-0.8826,-1.1886,2.671
0.064209,2.4072,-0.9763,-1.1003,2.821
0.068974,2.5090,-0.9845,-1.1510,2.931
0.074487,2.4813,-0.9888,-1.2827,2.963
0.081942,2.4633,-1.0800,-1.4755,3.068
0.085208,2.6087,-1.1236,-1.7418,3.332
0.090293,2.6544,-1.0331,-2.0135,3.488
0.094517,2.6629,-0.9952,-1.9318,3.437
0.099138,2.7008,-1.0671,-1.5320,3.283
0.104303,2.7486,-1.0860,-1.1838,3.184
0.110615,2.7301,-1.0995,-1.1446,3.158
0.114628,2.6985,-1.0548,-1.3220,3.185
0.119480,2.6924,-0.9945,-1.4657,3.223
0.124539,2.5350,-0.8994,-1.4223,3.043
0.131012,2.2262,-0.7794,-1.0971,2.601
0.139768,2.0579,-0.8073,-0.7353,2.330
0.140372,1.8284,-0.7774,-0.4959,2.048
0.144054,1.6622,-0.7714,-0.4317,1.883
0.150056,1.4157,-0.7607,-0.5325,1.693
0.154279,1.0944,-0.6738,-0.7588,1.492
0.159809,0.9473,-0.6158,-0.8607,1.420
0.165301,0.8975,-0.6247,-0.6569,1.276
0.173300,0.7154,-0.5282,-0.3055,0.940
0.175143,0.6640,-0.4755,0.2741,0.862
0.182155,0.6277,-0.4811,0.8647,1.172
0.185783,0.5008,-0.4683,1.3312,1.497
0.190536,0.2882,-0.4470,1.8408,1.916
0.194390,0.1227,-0.3304,2.1846,2.213
0.199247,-0.0288,-0.2141,2.4306,2.440
0.204375,-0.1094,-0.1075,3.1519,3.156
0.210929,-0.2634,-0.0727,3.4990,3.510
0.214020,-0.4236,-0.0186,3.2620,3.289
0.219813,-0.5987,0.1408,2.7405,2.809
0.224665,-0.6017,0.1135,2.3431,2.422
0.230548,-0.7434,0.2207,1.8747,2.029
0.233855,-1.0281,0.3473,1.3072,1.699
0.239203,-1.2209,0.4121,0.7712,1.502
0.244301,-1.1109,0.2724,0.5071,1.251
0.249869,-1.1144,0.1391,0.5680,1.259
0.256403,-1.0735,0.0695,0.7336,1.302
0.260133,-1.0552,0.1346,0.9844,1.449
0.264728,-1.0743,0.2618,1.3049,1.710
0.269563,-1.0118,0.3110,1.9609,2.228
0.275189,-0.7589,0.2339,2.9052,3.012
0.281481,-0.7381,0.1785,3.4308,3.514
0.284812,-0.8769,0.1733,3.3046,3.423
0.289820,-1.0063,0.2665,2.7902,2.978
0.294349,-0.9912,0.3440,2.4033,2.622
0.299421,-0.9225,0.3158,2.3265,2.523
0.304347,-0.9390,0.3833,2.2244,2.445
0.310095,-0.9307,0.4752,2.2257,2.459
0.313989,-0.7740,0.4292,2.2848,2.450
0.319740,-0.6236,0.3314,2.4162,2.517
0.326114,-0.8255,-0.0291,1.9262,2.096
0.330154,-1.6182,-0.0456,0.5048,1.696
0.339932,-2.2582,-0.1020,-0.9715,2.460
0.340546,-2.7201,-0.3281,-1.7801,3.267
0.345351,-3.0516,-0.5523,-1.9825,3.681
0.350518,-3.3923,-0.8280,-1.8395,3.947
0.355825,-3.3135,-2.9946,-0.5646,4.502
0.360027,-5.3461,-1.2983,-2.1176,5.895
0.365688,-4.9248,-1.6647,-3.2569,6.135
0.371331,-4.6263,-2.0357,-3.3395,6.058
0.374847,-4.8334,-2.0604,-2.8367,5.971
0.382270,-5.0730,-2.1304,-2.2744,5.954
0.384764,-4.7669,-2.3595,-1.6849,5.579
0.390427,-4.3136,-2.6509,-1.4676,5.271
0.395899,-3.6996,-2.3676,-1.4377,4.622
0.398937,-2.7437,-1.3567,-2.0992,3.711
0.404044,-1.9622,-0.6541,-2.9552,3.607
0.410984,-1.1906,-0.1658,-3.4345,3.639
0.414738,-0.5758,0.3365,-3.7104,3.770
0.420456,0.0122,1.0625,-3.6942,3.844
0.425668,0.5643,1.5333,-3.4807,3.845
0.431149,0.8269,1.7640,-3.2279,3.770
0.435223,1.1683,1.9037,-2.7887,3.573
0.439248,1.3914,2.1685,-2.0847,3.314
0.445689,1.6196,2.4714,-1.1102,3.157
0.450606,1.6511,2.7730,-0.3711,3.249
0.456221,1.6004,3.0144,0.0305,3.413
0.460397,1.5771,3.0704,-0.0693,3.452
0.464639,1.3758,3.1950,-0.5352,3.520
0.472030,1.1264,3.1161,-0.9295,3.441
0.473958,0.4903,3.3321,-2.2768,4.065
0.481392,-0.0470,3.0436,-3.0791,4.330
0.485650,-0.3347,1.4021,-0.7680,1.633
0.491469,-0.9786,0.6220,0.3673,1.216
0.494269,-1.7618,1.0852,-0.5715,2.147
0.499596,-2.2612,1.1910,-1.9170,3.195
0.504150,-2.3804,0.8434,-2.2617,3.390
0.510060,-2.2059,0.5211,-2.5330,3.399
0.514696,-1.9682,0.3196,-2.3540,3.085
0.519759,-1.7206,0.2671,-2.0143,2.663
0.525559,-1.4207,0.4676,-1.4875,2.109
0.531448,-0.6864,0.4510,-0.4663,0.944
0.534886,0.3469,0.1850,0.7842,0.877
0.540097,0.6688,-0.0906,1.3126,1.476
0.544544,0.8451,0.2174,1.6455,1.863
0.550432,1.0242,0.5565,1.2621,1.718
0.554619,1.4081,0.3958,0.1257,1.468
0.560095,1.6330,0.6793,0.0713,1.770
0.565368,1.6896,0.7226,-0.2756,1.858
0.569823,1.8650,0.4874,-0.2810,1.948
0.574586,2.1400,0.4433,-0.7865,2.323
0.579127,1.7871,0.9003,0.4529,2.052
0.584726,2.3624,0.5556,0.6546,2.514
0.591448,2.3429,0.3864,1.8567,3.014
0.596541,2.6384,0.2348,2.1422,3.407
0.600933,2.4354,0.4025,1.7477,3.025
0.605434,2.4234,0.5736,2.8491,3.784
0.610510,2.1619,0.6187,1.6113,2.766
0.614501,2.4793,0.0838,0.9592,2.660
0.621976,2.4854,0.2455,0.5658,2.561
0.626811,1.8595,0.2257,2.4505,3.084
0.631121,2.4019,-1.0986,1.3539,2.968
0.636329,1.8719,-0.7774,1.2864,2.401
0.641068,1.5341,-0.3644,0.6352,1.700
0.647778,1.6608,-0.3431,0.5017,1.769
0.650065,1.9502,-0.5694,0.8031,2.185
0.655556,2.1626,-0.6077,0.9642,2.445
0.663763,2.2025,-0.4827,0.8802,2.421
0.664627,2.2759,-0.3769,0.6192,2.389
0.671044,2.3970,-0.4291,0.5454,2.495
0.674344,2.3170,-0.4090,0.3726,2.382
0.679852,2.2326,-0.3642,0.0872,2.264
0.684706,2.0718,-0.1318,-0.1609,2.082
0.690775,2.1029,-0.2185,-0.1850,2.122
0.696211,2.0003,-0.2551,-0.2012,2.026
0.699997,1.9650,-0.2847,0.4794,2.043
0.707181,1.9251,-0.1299,0.5575,2.008
0.709846,1.8089,0.0504,-0.9542,2.046
0.714822,1.5399,0.4283,0.1392,1.604
0.724825,1.3955,1.0017,1.7132,2.426
0.725603,1.5765,0.6361,1.6040,2.337
0.730543,1.2355,0.6491,1.9628,2.408
0.735912,0.9379,0.7859,2.3189,2.622
0.740390,0.7459,0.5827,2.2414,2.433
0.746176,0.3291,0.6285,2.5050,2.604
0.750967,0.1808,0.3971,1.9295,1.978
0.755617,-0.0967,0.7639,3.1073,3.201
0.761271,-0.2828,0.7000,3.3740,3.457
0.765241,-0.8419,0.4879,3.5821,3.712
0.769965,-1.2473,0.4673,3.7216,3.953
0.775384,-1.6713,0.3458,3.3725,3.780
0.783459,-2.0422,0.2092,2.8487,3.511
0.786103,-2.2979,0.1299,2.4915,3.392
0.791072,-2.6346,-0.0877,2.2491,3.465
0.794908,-2.9469,-0.3960,2.0270,3.599
0.799963,-2.7661,-0.3983,1.8972,3.378
0.804347,-2.5377,-0.1471,1.6013,3.004
0.811601,-2.3430,0.0988,1.2978,2.680
0.814911,-2.1869,0.3245,1.2074,2.519
0.820192,-1.8875,0.5101,1.4020,2.406
0.826059,-1.5695,0.4836,1.8651,2.485
0.830749,-1.5678,0.5083,2.2846,2.817
0.836115,-1.4898,0.5261,2.7982,3.213
0.841616,-1.3020,0.7332,3.1121,3.452
0.845937,-1.2533,0.9244,3.2443,3.599
0.852157,-1.2623,0.8320,3.3669,3.691
0.855084,-1.3337,0.7490,3.4462,3.770
0.860598,-1.4242,0.4179,3.5104,3.811
0.865642,-1.8161,0.4901,3.6305,4.089
0.871344,-2.2365,0.5533,3.2515,3.985
0.875427,-2.8431,0.6078,2.1995,3.646
0.879597,-3.3964,0.6878,0.7662,3.549
0.885280,-3.6903,0.7458,-0.8564,3.861
0.892691,-4.0695,0.7823,-1.9258,4.570
0.896457,-4.4810,0.8298,-1.9604,4.961
0.900470,-4.3506,0.1654,-1.1499,4.503
0.904664,-4.2966,0.4023,-0.5527,4.351
0.914157,-3.9745,0.8072,-1.1103,4.205
0.916441,-3.7053,0.9831,-2.0518,4.348
0.922556,-3.4553,0.7388,-2.7647,4.487
0.927032,-3.0525,0.4767,-3.1588,4.418
0.931277,-2.5354,0.7082,-3.4415,4.333
0.935688,-2.0525,0.8194,-3.7100,4.318
0.940678,-1.4508,0.6282,-4.3104,4.591
0.946528,-1.4912,0.3597,-4.8494,5.086
0.950928,-0.8428,0.8513,-4.3846,4.545
0.956151,-0.3674,0.9318,-5.1777,5.274
0.961294,-0.2564,1.0738,-4.6090,4.739
0.965402,0.2945,0.7839,-4.2166,4.299
0.974549,0.6676,0.3407,-3.7760,3.850
0.980408,0.7100,0.0123,-3.4075,3.481
0.981334,1.0393,-0.1871,-3.4834,3.640
0.985851,1.3586,-0.3429,-3.3503,3.632
0.991457,1.4431,-0.4214,-2.9258,3.289
0.996968,1.4126,-0.5571,-2.5546,2.972
1.000917,1.4253,-0.7548,-2.3608,2.859
1.006741,1.4810,-0.9429,-2.2244,2.834
1.010964,1.3356,-1.1548,-2.1976,2.819
1.016746,0.9655,-1.2135,-2.4036,2.860
1.020655,0.6438,-1.3773,-2.7832,3.171
1.025799,0.3131,-1.1907,-3.2714,3.495
1.032061,0.3611,-1.0364,-3.1784,3.363
1.035155,-0.0359,-0.6705,-2.4145,2.506
1.040915,-0.1882,-0.6828,-2.5219,2.619
1.046029,-0.0388,-0.0385,-2.1472,2.148
1.052101,-0.1048,0.6557,-2.1629,2.263
1.057111,-0.7017,-0.0836,-2.4556,2.555
1.061662,-1.9102,-0.6570,-1.8083,2.711
1.065810,-2.4905,-0.6976,-1.2174,2.859
1.072022,-2.4866,-0.5985,-0.9601,2.732
1.076462,-2.6362,-0.2651,-0.0889,2.651
1.080857,-2.1785,0.0809,0.5163,2.240
1.086236,-1.8079,0.1719,1.0785,2.112
1.092965,-1.4190,0.3911,1.3175,1.975
1.097465,-1.0788,0.5568,1.4964,1.927
1.100091,-0.8062,0.4053,1.6044,1.841
1.105216,-0.4385,0.2573,1.7177,1.791
1.111985,-0.1095,0.2421,1.8069,1.826
1.118757,0.2670,0.1634,1.6374,1.667
1.120322,0.5426,0.0317,1.4390,1.538
1.126846,0.4784,-0.2780,1.7509,1.836
1.132358,1.0702,-0.2449,1.6044,1.944
1.138602,1.6233,0.1035,1.0971,1.962
1.141639,1.8699,0.1786,0.7199,2.012
1.145815,2.0971,-0.1581,0.3782,2.137
1.152570,2.3243,-0.5035,0.3558,2.405
1.156757,2.6422,-0.4984,0.1257,2.692
1.161198,2.8115,-0.6072,-0.0520,2.877
1.167101,3.0715,-1.1031,-0.2389,3.272
1.171558,3.2692,-0.7751,-0.3138,3.374
1.176682,3.3328,-0.8924,0.0303,3.450
1.180674,3.4539,-0.9241,0.3480,3.592
1.186716,3.3691,-0.8843,0.1223,3.485
1.193628,3.3370,-0.7271,0.3135,3.430
1.196986,3.2044,-0.3951,0.3112,3.244
1.200191,3.5934,-0.1907,0.5191,3.636
1.206017,3.2545,-0.2331,-0.1252,3.265
1.211315,3.2125,-0.4402,-0.5680,3.292
1.216641,3.4623,-0.9167,-0.6497,3.640
1.221994,3.4246,-1.2737,-0.6391,3.709
1.226169,3.6547,-1.0134,-0.4258,3.816
1.231583,3.3005,-1.1895,-0.3590,3.527
1.236068,3.6166,-1.0013,-0.3665,3.771
1.240917,3.3484,-1.2476,-0.0111,3.573
1.248695,3.0373,-1.2638,0.6339,3.350
1.252225,2.7409,-1.1033,1.3123,3.233
1.257418,2.4448,-1.1153,1.4002,3.030
1.261168,2.1253,-1.2662,1.2574,2.775
1.267034,1.9210,-1.3786,1.0566,2.590
1.271762,1.9850,-1.4902,0.6415,2.564
1.277729,1.8479,-1.3182,0.6300,2.356
1.281304,1.4239,-1.0932,0.9871,2.049
1.286521,1.2014,-1.0019,0.9414,1.826
1.294145,0.9984,-1.0299,1.1201,1.820
1.298036,0.7048,-0.8524,1.4270,1.805
1.300774,0.4403,-0.7043,1.7710,1.956
1.306134,0.0996,-0.5755,2.2564,2.331
1.311874,-0.4797,-0.1218,3.0146,3.055
1.317155,-1.0436,0.0870,3.4888,3.643
1.321595,-1.7884,0.4670,3.8612,4.281
1.326585,-2.2402,0.4910,3.9551,4.572
1.332321,-2.4857,0.3318,3.9818,4.706
1.335996,-2.7404,0.3733,3.6611,4.588
1.340699,-2.8609,0.6208,3.1164,4.276
1.346613,-2.9527,0.5106,2.4509,3.871
1.351635,-3.2741,0.9703,2.4341,4.194
1.355748,-2.9876,1.0040,2.5231,4.037
1.360320,-2.6008,0.8287,2.5072,3.706
1.366482,-2.7169,0.8617,2.3245,3.678
1.371648,-3.0051,0.8764,1.6461,3.537
1.376469,-2.9868,0.6716,0.9284,3.199
1.382671,-2.8202,0.3007,0.2293,2.845
1.386851,-2.8309,0.2137,-0.3031,2.855
1.391852,-2.6645,-0.1213,-0.4818,2.710
1.397754,-2.3404,-0.5361,-0.2159,2.411
1.400809,-1.8636,-0.8913,0.5607,2.141
1.405729,-1.4351,-1.2007,1.7418,2.556
1.411306,-1.1888,-1.3874,3.1249,3.620
1.415958,-1.0431,-1.4281,4.3499,4.696
1.421645,-0.8593,-1.3802,5.0384,5.294
1.427685,-0.7377,-1.2481,4.9276,5.136
1.432841,-0.9176,-1.0847,3.9483,4.196
1.436142,-1.3987,-1.1975,2.7950,3.347
1.440696,-2.1902,-1.0129,1.7226,2.965
1.447336,-3.2774,-0.3321,0.5063,3.333
1.452984,-4.4541,0.2452,-0.9801,4.567
1.456682,-5.5672,0.6990,-2.5899,6.180
1.460717,-6.3825,0.8369,-3.8568,7.504
1.466825,-6.6374,0.7933,-4.2496,7.921
1.471246,-6.4760,0.4976,-3.9748,7.615
1.477488,-6.3390,0.4061,-3.6473,7.325
1.481229,-6.2360,0.5995,-3.4117,7.133
1.486129,-5.7601,0.6698,-3.2513,6.648
1.492291,-4.6917,0.6075,-3.3788,5.814
1.496214,-3.2946,0.4954,-3.7519,5.018
1.501015,-1.8466,0.2685,-4.2983,4.686
1.505509,-0.4242,0.1338,-4.8356,4.856
1.511167,0.9248,0.1404,-5.1310,5.216
1.516677,2.0715,0.0833,-5.3726,5.759
1.521209,3.0785,-0.2231,-5.4321,6.248
1.527637,3.7403,-0.2181,-5.4201,6.589
1.531357,4.2630,-0.2458,-5.2494,6.767
1.535515,4.4314,0.0768,-4.8669,6.583
1.540745,4.3846,0.3374,-4.4098,6.228
1.545834,4.2711,0.5212,-3.7421,5.702
1.551724,4.0764,0.7186,-3.0387,5.135
1.555753,3.7910,0.9242,-2.2548,4.507
1.560609,3.2521,1.1801,-1.4902,3.767
1.566522,2.4455,1.3847,-0.8740,2.943
1.571687,1.3095,1.6225,-0.4639,2.136
1.577031,0.0500,1.7238,-0.3320,1.756
1.582666,-1.0696,1.7256,-0.4352,2.076
1.586306,-2.0064,1.6274,-0.7020,2.677
1.593230,-2.6555,1.5098,-0.9785,3.208
1.597419,-2.9740,1.3013,-1.1365,3.439
1.601020,-3.1395,1.0119,-1.3920,3.580
1.606532,-3.2429,0.8765,-1.3526,3.621
1.612338,-3.3466,0.8707,-1.0392,3.611
1.616011,-3.5318,1.0471,-0.5867,3.730
1.620780,-3.4346,1.1472,-0.0541,3.622
1.627174,-3.1941,1.0855,0.3220,3.389
1.631865,-2.9969,1.0012,0.3790,3.182
1.635755,-2.8525,1.0046,0.4897,3.064
1.641922,-2.8133,1.2337,0.7863,3.171
1.646412,-2.4149,1.3577,1.0032,2.946
1.652895,-1.8919,1.2244,1.0630,2.492
1.656955,-1.3500,1.0022,0.9957,1.954
1.661932,-0.7175,0.7254,0.9558,1.398
1.666827,-0.1669,0.4962,0.7065,0.879
1.672957,0.4499,0.2533,0.5003,0.719
1.680085,0.9078,0.0741,0.3586,0.979
1.681037,1.3362,-0.1373,0.3585,1.390
1.686347,1.7686,-0.3661,0.4375,1.858
1.691259,2.2625,-0.5406,0.5516,2.391
1.699062,2.8084,-0.7845,0.7475,3.010
1.701532,3.2103,-1.1827,0.6458,3.482
1.706028,3.5544,-1.5148,0.2150,3.870
1.712962,3.9985,-1.6133,-0.2649,4.320
1.716420,4.3798,-1.6075,-0.4927,4.691
1.722197,4.6459,-1.5503,-0.5897,4.933
1.727501,4.7540,-1.3794,-0.7156,5.002
1.731850,4.8336,-1.1624,-0.8562,5.045
1.735944,5.0090,-1.0002,-0.8535,5.179
1.741536,5.0696,-0.8114,-0.7173,5.184
1.746833,5.0298,-0.6728,-0.5050,5.100
1.751738,4.9041,-0.4794,-0.1544,4.930
1.755992,4.6686,-0.1787,0.3154,4.683
1.760974,4.3761,0.0749,0.7888,4.447
1.766826,4.2371,0.1851,1.2133,4.411
1.772848,4.1749,0.2482,1.5272,4.452
1.776580,3.9931,0.4219,1.8558,4.423
1.782288,3.7588,0.5047,2.0986,4.334
1.789763,3.5534,0.5203,2.2944,4.262
1.793067,3.3529,0.4929,2.4288,4.169
1.797114,3.0376,0.4752,2.4873,3.955
1.801558,2.6031,0.6013,2.4218,3.606
1.806244,2.1547,0.7935,2.3185,3.263
1.812600,1.7258,0.8406,2.2059,2.924
1.816760,1.3931,0.6950,2.0127,2.545
1.821699,1.0269,0.5630,1.7837,2.134
1.826728,0.6226,0.4635,1.7637,1.927
1.831477,0.2184,0.5678,1.8272,1.926
1.836080,-0.0897,0.5738,2.0011,2.084
1.841698,-0.3306,0.5630,2.1021,2.201
1.847041,-0.5281,0.5642,2.0397,2.181
1.855702,-0.6537,0.5439,1.9296,2.109
1.857624,-0.7171,0.5596,1.9300,2.134
1.861502,-0.7137,0.4633,2.0266,2.198
1.867426,-0.7007,0.3467,2.1326,2.271
1.872004,-0.7642,0.2869,2.2564,2.400
1.876585,-0.8514,0.2509,2.2008,2.373
1.882747,-0.9957,0.2579,2.1433,2.377
1.890219,-1.0103,0.3320,2.0738,2.331
1.894621,-1.0484,0.3108,2.0157,2.293
1.897264,-1.1913,0.2803,1.9976,2.343
1.901668,-1.3147,0.3645,1.9769,2.402
1.906740,-1.3228,0.3670,1.9826,2.411
1.913047,-1.4791,0.2262,1.8442,2.375
1.917430,-1.6448,0.1248,1.8024,2.443
1.921800,-1.8488,0.1684,1.9156,2.668
1.926964,-2.0336,0.1797,2.1795,2.986
1.931896,-2.3333,0.1875,2.6612,3.544
1.936273,-2.6090,0.2824,3.4317,4.320
1.942370,-2.8364,0.3064,4.1442,5.031
1.945968,-3.1065,0.3118,4.4965,5.474
1.951764,-3.1513,0.2507,4.5174,5.514
1.956309,-2.8706,0.1618,4.2511,5.132
1.961650,-2.3988,0.0365,3.9952,4.660
