time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.622995,-0.0595,0.0131,-0.0412,0.074
1.628090,-0.0693,-0.0013,-0.0362,0.078
1.635438,-0.0650,0.0083,-0.0075,0.066
1.638208,-0.0566,-0.0013,-0.0361,0.067
1.643955,-0.0678,-0.0110,-0.0408,0.080
1.649404,-0.0604,-0.0159,-0.0313,0.070
1.652831,-0.0489,-0.0257,-0.0599,0.082
1.659829,-0.0524,-0.0401,-0.0504,0.083
1.663404,-0.0328,-0.0449,-0.0552,0.078
1.670234,-0.0138,-0.0449,-0.0554,0.073
1.675071,-0.0096,-0.0639,-0.0413,0.077
1.679259,-0.0103,-0.0781,-0.0653,0.102
1.685332,0.0030,-0.0729,-0.0417,0.084
1.692247,0.0018,-0.0725,-0.0325,0.079
1.695380,0.0058,-0.0862,-0.0471,0.098
1.699420,0.0145,-0.0569,-0.0330,0.067
1.703738,0.0094,-0.0611,-0.0095,0.063
1.709409,0.0048,-0.0461,-0.0052,0.047
1.716728,0.0150,-0.0454,-0.0056,0.048
1.719567,0.0302,-0.0353,0.0274,0.054
1.724155,0.0315,-0.0061,0.0173,0.036
1.729166,0.0285,0.0038,0.0359,0.046
1.735147,0.0305,-0.0102,0.0163,0.036
1.739054,0.0328,-0.0002,0.0207,0.039
1.744478,0.0353,0.0050,0.0013,0.036
1.749988,0.0284,0.0151,-0.0036,0.032
1.754819,0.0121,0.0394,-0.0180,0.045
1.759127,0.0247,0.0256,-0.0275,0.045
1.764525,0.0086,0.0405,-0.0369,0.056
1.769571,0.0117,0.0270,-0.0178,0.034
1.774439,0.0147,0.0470,-0.0273,0.056
1.779412,0.0036,0.0480,-0.0414,0.063
1.784333,0.0067,0.0443,-0.0174,0.048
1.792338,0.0146,0.0501,0.0111,0.053
1.796085,0.0129,0.0559,0.0014,0.057
1.799087,0.0066,0.0617,0.0060,0.062
1.803204,0.0241,0.0530,0.0581,0.082
1.809038,0.0130,0.0585,0.0385,0.071
1.813450,0.0067,0.0543,0.0190,0.058
1.819800,0.0004,0.0451,0.0520,0.069
1.824826,0.0035,0.0217,0.0371,0.043
1.828991,-0.0030,0.0269,0.0414,0.049
1.833665,0.0000,0.0081,0.0267,0.028
1.839279,-0.0019,-0.0012,0.0262,0.026
1.842994,-0.0039,-0.0058,0.0306,0.031
1.849380,-0.0059,-0.0104,0.0111,0.016
1.853328,0.0112,-0.0056,0.0061,0.014
1.860176,0.0091,-0.0198,0.0011,0.022
1.863287,0.0165,-0.0197,-0.0087,0.027
