time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002738,0.0869,-0.0185,0.1767,0.198
0.003030,0.1564,-0.0123,0.0825,0.177
0.003188,0.2158,-0.0322,-0.0417,0.222
0.011338,0.2179,-0.0376,-0.1269,0.255
0.011766,0.1465,-0.0287,-0.1687,0.225
0.015346,0.1067,0.0066,-0.1483,0.183
0.018755,0.0907,0.0060,-0.0853,0.125
0.023629,0.0676,0.0294,-0.0537,0.091
0.027015,0.0777,0.0219,-0.0366,0.089
0.030562,0.0922,0.0313,-0.0434,0.107
0.034676,0.0587,0.0311,-0.0287,0.072
0.038700,0.0301,0.0287,-0.0141,0.044
0.042873,-0.0057,0.0167,-0.0044,0.018
0.046844,-0.0415,0.0142,-0.0019,0.044
0.050786,-0.0675,0.0118,-0.0826,0.107
0.054595,-0.1004,0.0094,-0.1341,0.168
0.059419,-0.1447,0.0308,-0.1305,0.197
0.062983,-0.1718,0.0118,-0.1412,0.223
0.067649,-0.1725,0.0120,-0.0853,0.193
0.070983,-0.1327,-0.0044,-0.0417,0.139
0.077992,-0.0646,-0.0160,-0.0342,0.075
0.079359,-0.0184,-0.0276,0.0066,0.034
0.090919,-0.0270,-0.0203,0.0493,0.060
0.091499,-0.0142,-0.0299,0.0751,0.082
0.091749,0.0318,-0.0466,0.0745,0.093
0.095172,0.0324,-0.0254,0.1095,0.117
0.099609,0.0379,-0.0474,0.0919,0.110
0.103122,0.0412,-0.0861,0.0721,0.120
0.107086,0.0494,-0.0604,0.0240,0.082
0.111206,0.0836,-0.0777,-0.0499,0.125
0.115866,0.0842,-0.0878,-0.0994,0.157
0.119279,0.0753,-0.0713,-0.1580,0.189
0.123979,0.0665,-0.0382,-0.1472,0.166
0.127364,0.0649,-0.0360,-0.1269,0.147
0.130804,0.0466,-0.0051,-0.0997,0.110
0.134956,0.0544,0.0044,-0.1393,0.150
0.139230,0.0077,-0.0003,-0.1523,0.152
0.144230,-0.0078,-0.0073,-0.1177,0.118
0.147140,0.0079,-0.0095,-0.1024,0.103
0.151574,0.0283,0.0002,-0.0778,0.083
0.154877,0.0034,0.0052,-0.0510,0.051
0.159442,-0.0238,0.0030,-0.0077,0.025
0.162853,-0.0415,0.0222,0.0043,0.047
0.169381,-0.0258,0.0081,-0.0218,0.035
0.171392,-0.0292,0.0154,-0.0311,0.045
0.178323,-0.0134,-0.0059,-0.0070,0.016
0.183488,-0.0187,-0.0034,0.0311,0.036
0.183836,-0.0405,-0.0130,0.0237,0.049
0.187403,-0.0405,-0.0012,0.0116,0.042
0.191799,-0.0286,0.0199,0.0163,0.038
0.194925,-0.0025,-0.0066,-0.0100,0.012
0.199043,-0.0242,-0.0092,-0.0075,0.027
0.203527,-0.0386,-0.0260,-0.0384,0.060
0.207389,-0.0150,0.0002,-0.0380,0.041
0.211730,0.0059,-0.0236,-0.0306,0.039
0.216021,0.0218,-0.0282,-0.0184,0.040
0.219937,0.0542,-0.0542,-0.0135,0.078
0.224140,0.0697,-0.0728,-0.0371,0.107
0.227618,0.0899,-0.0818,-0.0534,0.133
0.231200,0.0579,-0.0811,-0.0672,0.120
0.235548,0.0407,-0.0568,-0.0762,0.103
0.240590,0.0428,-0.0660,-0.0922,0.121
0.243850,0.0308,-0.0656,-0.1057,0.128
0.247211,0.0214,-0.0367,-0.1476,0.154
0.251229,0.0027,-0.0102,-0.1535,0.154
0.255139,0.0149,-0.0122,-0.1427,0.144
0.259752,0.0318,0.0145,-0.1011,0.107
