time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002244,-0.0017,-0.0123,0.0026,0.013
0.005619,-0.0485,0.0062,0.0003,0.049
0.010719,-0.0570,0.0057,0.0264,0.063
0.015546,-0.0798,-0.0281,0.0329,0.091
0.020223,-0.0359,-0.0804,0.0389,0.096
0.029009,-0.0305,-0.0657,0.0399,0.083
0.030444,-0.0205,-0.0272,0.0119,0.036
0.046627,-0.0297,-0.0365,0.0126,0.049
0.047095,0.0041,-0.0313,0.0038,0.032
0.047330,0.0470,-0.0119,-0.0098,0.049
0.050010,0.0468,0.0123,-0.0137,0.050
0.055015,0.0656,0.0457,-0.0176,0.082
0.060153,0.0891,0.0646,-0.0640,0.127
0.069381,0.0649,0.0644,-0.1242,0.154
0.071113,0.0267,0.0452,-0.1741,0.182
0.076734,0.0269,0.0070,-0.1568,0.159
0.080281,-0.0060,0.0022,-0.1109,0.111
0.086458,-0.0293,0.0165,-0.0559,0.065
0.090689,-0.0572,0.0161,-0.0304,0.067
0.095876,-0.0707,0.0108,-0.0483,0.086
0.100170,-0.0938,-0.0135,-0.0949,0.134
0.106880,-0.0835,0.0195,-0.1367,0.161
0.111097,-0.0543,0.0286,-0.1024,0.119
0.115741,-0.0682,0.0377,-0.0828,0.114
0.120544,-0.1010,0.0420,-0.0446,0.118
0.130155,-0.0813,0.0273,-0.0117,0.087
0.131483,-0.0476,0.0224,0.0399,0.066
0.136420,-0.0379,0.0317,0.0958,0.108
0.140734,-0.0758,0.0454,0.1132,0.144
0.146235,-0.0517,0.0258,0.0450,0.073
0.150409,-0.0419,-0.0222,0.0059,0.048
0.155824,0.0010,-0.0222,-0.0044,0.023
0.160281,0.0436,-0.0363,-0.0192,0.060
0.166496,0.0763,-0.0312,-0.0005,0.082
0.170413,0.0804,-0.0212,0.0182,0.085
0.175422,0.0845,-0.0162,0.0514,0.100
0.180907,0.0839,-0.0159,0.0560,0.102
0.186773,0.0738,-0.0013,0.0655,0.099
0.191112,0.0734,-0.0105,0.0704,0.102
0.196064,0.0588,-0.0055,0.0755,0.096
0.199938,0.0395,0.0089,0.0424,0.059
0.206451,0.0252,0.0183,-0.0329,0.045
0.211328,0.0110,0.0134,-0.0553,0.058
0.216060,-0.0173,0.0277,-0.0680,0.075
0.220866,-0.0168,0.0371,-0.0188,0.045
0.228038,-0.0116,0.0225,0.0062,0.026
0.231711,-0.0398,0.0175,0.0310,0.053
0.236326,-0.0392,0.0077,0.0603,0.072
0.240343,-0.0671,0.0216,0.0797,0.106
0.245730,-0.0521,0.0163,0.0704,0.089
0.250030,-0.0372,0.0158,0.0372,0.055
0.256149,-0.0178,0.0058,0.0136,0.023
0.261103,-0.0223,-0.0135,0.0042,0.026
0.269250,0.0064,-0.0184,-0.0051,0.020
0.270663,0.0207,-0.0233,-0.0191,0.036
0.275376,0.0301,-0.0327,-0.0044,0.045
0.280747,0.0204,-0.0278,0.0196,0.040
0.286073,0.0297,-0.0086,0.0243,0.039
0.290756,0.0247,-0.0181,0.0145,0.034
0.295488,0.0293,0.0012,-0.0094,0.031
0.300904,0.0338,-0.0130,-0.0094,0.037
0.307064,0.0192,-0.0127,0.0049,0.024
0.311076,0.0238,-0.0171,-0.0143,0.033
0.315928,-0.0002,-0.0070,0.0049,0.009
0.321093,-0.0191,-0.0303,0.0146,0.039
0.336178,-0.0235,-0.0154,0.0054,0.029
0.336624,-0.0375,-0.0290,0.0011,0.047
0.336802,-0.0417,-0.0283,0.0254,0.057
0.340523,-0.0365,-0.0326,0.0780,0.092
0.348381,-0.0265,-0.0320,0.0636,0.076
0.350973,-0.0119,-0.0314,0.0445,0.056
0.357103,-0.0212,-0.0071,0.0302,0.038
0.362198,-0.0257,0.0027,0.0208,0.033
0.370182,-0.0349,0.0029,0.0162,0.039
0.372645,-0.0250,0.0173,-0.0026,0.031
0.375871,-0.0105,0.0078,-0.0024,0.013
0.380788,-0.0342,0.0078,0.0072,0.036
0.386002,-0.0291,0.0315,-0.0308,0.053
0.390766,-0.0146,0.0313,-0.0448,0.057
0.395624,0.0140,0.0121,-0.0161,0.024
0.402804,0.0280,0.0073,0.0312,0.043
0.405898,0.0038,-0.0118,0.0113,0.017
0.412221,0.0131,0.0217,0.0008,0.025
0.416225,0.0032,0.0026,0.0044,0.006
0.421880,-0.0114,-0.0306,0.0127,0.035
0.429591,-0.0306,-0.0350,0.0353,0.058
0.430443,-0.0212,-0.0157,0.0432,0.051
0.435977,0.0024,-0.0108,0.0035,0.012
0.440736,0.0020,-0.0200,0.0069,0.021
0.446642,-0.0031,-0.0150,-0.0087,0.018
0.451412,0.0203,-0.0099,-0.0193,0.030
0.457528,0.0199,-0.0333,-0.0153,0.042
0.461651,0.0100,0.0053,-0.0447,0.046
0.467601,0.0239,0.0340,0.0021,0.042
0.471727,0.0375,-0.0183,0.0338,0.054
0.477548,0.0177,-0.0178,0.0268,0.037
0.480969,0.0122,-0.0078,0.0480,0.050
0.486627,-0.0076,-0.0074,0.0642,0.065
0.496847,-0.0177,0.0073,0.0563,0.060
0.503368,-0.0420,0.0027,0.0153,0.045
0.503844,-0.0423,0.0028,-0.0109,0.044
0.507550,-0.0282,-0.0068,-0.0032,0.029
0.513524,0.0001,-0.0163,-0.0048,0.017
0.521835,-0.0051,-0.0021,-0.0061,0.008
0.522518,0.0042,-0.0117,0.0261,0.029
0.527725,0.0371,-0.0069,0.0297,0.048
0.530213,0.0461,-0.0258,-0.0333,0.062
0.537654,0.0121,-0.0159,-0.0484,0.052
0.550713,-0.0073,0.0129,-0.0539,0.056
0.551118,-0.0266,0.0082,-0.0499,0.057
0.551281,-0.0315,0.0082,-0.0698,0.077
0.555587,-0.0173,0.0082,-0.0753,0.078
0.560828,0.0016,-0.0014,-0.0472,0.047
0.568767,0.0156,0.0033,-0.0381,0.041
0.571671,0.0106,0.0030,-0.0382,0.040
0.576219,0.0057,-0.0115,-0.0285,0.031
0.580904,0.0010,0.0025,-0.0328,0.033
0.586727,0.0153,-0.0074,0.0249,0.030
0.591627,0.0295,0.0018,0.0582,0.065
0.596270,0.0293,-0.0129,0.0676,0.075
0.600866,0.0387,-0.0180,0.1005,0.109
0.607259,0.0479,-0.0231,0.0904,0.105
0.611829,0.0523,-0.0423,0.0899,0.112
0.620399,0.0424,-0.0471,0.0894,0.110
0.621048,0.0327,-0.0518,0.0605,0.086
0.628032,0.0277,-0.0328,0.0605,0.074
0.631828,0.0229,-0.0233,0.0319,0.046
0.636169,0.0323,0.0147,-0.0106,0.037
0.640665,0.0275,0.0287,-0.0099,0.041
0.646946,0.0274,0.0283,0.0098,0.041
0.651902,0.0035,0.0089,0.0149,0.018
0.657369,0.0083,-0.0008,-0.0039,0.009
0.662032,0.0226,0.0037,0.0296,0.037
0.669532,0.0224,-0.0013,0.0628,0.067
0.671631,-0.0014,0.0127,0.0672,0.068
0.677265,-0.0156,-0.0116,0.0385,0.043
0.681385,-0.0200,-0.0025,0.0437,0.048
0.686196,0.0136,-0.0077,0.0822,0.084
0.692301,0.0138,-0.0082,0.0778,0.079
0.697230,0.0282,-0.0086,0.0641,0.071
0.700782,0.0284,0.0100,0.0506,0.059
0.711572,0.0618,0.0144,0.0659,0.091
0.712042,0.0522,-0.0002,0.0241,0.057
0.719638,0.0380,0.0139,-0.0028,0.041
0.724265,0.0334,0.0327,-0.0055,0.047
0.726441,0.0575,0.0324,0.0109,0.067
0.731423,0.0577,0.0416,-0.0010,0.071
0.737000,0.0674,0.0366,-0.0175,0.079
0.743130,0.0391,0.0649,-0.0241,0.079
0.747521,0.0348,0.0358,-0.0304,0.058
0.751189,0.0259,0.0306,-0.0366,0.054
0.756002,0.0122,-0.0033,-0.0475,0.049
0.761462,-0.0013,-0.0179,-0.0724,0.075
0.769528,-0.0100,0.0055,-0.0830,0.084
0.771379,-0.0376,0.0240,-0.0983,0.108
0.777247,-0.0555,0.0137,-0.1183,0.131
0.781023,-0.0733,0.0413,-0.1383,0.162
0.786450,-0.0577,0.0545,-0.1487,0.169
0.791807,-0.0519,0.0391,-0.0880,0.109
0.797122,-0.0556,0.0428,-0.0519,0.087
0.801675,-0.0595,0.0419,-0.0687,0.100
0.807829,-0.0396,0.0316,-0.0666,0.084
0.812615,-0.0341,0.0072,-0.0361,0.050
0.820648,-0.0287,-0.0025,-0.0202,0.035
0.821126,-0.0282,0.0070,0.0001,0.029
0.828748,-0.0039,0.0165,0.0155,0.023
0.833686,-0.0131,0.0117,0.0353,0.039
0.837206,0.0062,0.0024,0.0595,0.060
0.840980,0.0064,0.0216,0.0550,0.059
0.846727,0.0350,0.0454,0.0600,0.083
0.851058,0.0492,0.0453,0.0697,0.097
0.856920,0.0490,0.0261,0.0984,0.113
0.861237,0.0488,0.0069,0.1079,0.119
0.867527,0.0487,0.0116,0.1177,0.128
0.871582,0.0344,0.0018,0.0848,0.092
0.876131,0.0203,0.0015,0.0715,0.074
0.881254,0.0301,-0.0035,0.0729,0.079
0.887217,0.0352,0.0105,0.0078,0.038
0.891202,0.0402,0.0055,-0.0139,0.043
0.897728,0.0451,0.0052,-0.0023,0.046
0.901897,0.0357,0.0097,0.0327,0.049
0.907134,0.0358,-0.0144,0.0672,0.077
0.913312,0.0501,0.0142,0.0442,0.068
0.921788,0.0167,0.0378,0.0782,0.088
0.922450,-0.0022,0.0376,0.1164,0.122
0.929272,-0.0210,0.0230,0.1590,0.162
0.931268,-0.0349,-0.0057,0.1915,0.195
0.936324,-0.0487,-0.0009,0.1761,0.183
0.942161,-0.0435,-0.0248,0.1465,0.155
0.947614,-0.0383,-0.0436,0.1076,0.122
0.952270,0.0001,-0.0766,0.0500,0.091
0.957304,0.0287,-0.0759,-0.0120,0.082
0.962072,0.0284,-0.0465,-0.0217,0.059
0.967150,-0.0053,-0.0030,-0.0696,0.070
