time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002075,-0.0066,0.0753,-0.0696,0.103
0.002411,0.0409,0.1056,-0.2255,0.252
0.010399,0.0643,0.0788,-0.1656,0.194
0.014250,0.0732,0.0191,0.0314,0.082
0.018642,0.1581,-0.0305,0.2307,0.281
0.022317,0.2516,-0.0605,0.4035,0.479
0.028250,0.2445,-0.0853,0.4503,0.519
0.036669,0.2517,-0.0767,0.3723,0.456
0.037145,0.2494,-0.0540,0.1425,0.292
0.041852,0.1757,0.0066,-0.1092,0.207
0.046969,-0.0541,0.0808,-0.3302,0.344
0.054098,-0.0729,0.1018,-0.4589,0.476
0.060348,-0.0630,0.0320,-0.4150,0.421
0.063578,-0.0627,-0.0089,-0.3426,0.348
0.067389,-0.0623,-0.0736,-0.3458,0.359
0.074391,-0.0048,-0.1050,-0.3380,0.354
0.077896,-0.0094,-0.1745,-0.2621,0.315
0.082899,-0.1518,-0.1584,-0.0575,0.227
0.087999,-0.1883,-0.1384,0.1789,0.294
0.093538,-0.0916,-0.1427,0.2276,0.284
0.098552,0.0281,-0.1518,0.1944,0.248
0.103945,0.1040,-0.1225,0.2369,0.286
0.108355,0.0651,-0.0744,0.2734,0.291
0.113412,0.0598,-0.0789,0.1855,0.210
0.119208,0.1164,-0.0548,0.0173,0.130
0.122238,0.1676,-0.0828,-0.1874,0.265
0.127906,0.0664,-0.0910,-0.3329,0.351
0.138168,-0.1099,0.0101,-0.3247,0.343
0.138648,-0.2230,0.0673,-0.4922,0.545
0.142191,-0.2828,0.0809,-0.6438,0.708
0.147342,-0.1854,0.0896,-0.5895,0.624
0.153977,-0.0222,0.0460,-0.3549,0.359
0.157811,0.1064,-0.0354,-0.0888,0.143
0.162729,0.2053,-0.1635,0.1464,0.301
0.167572,0.2037,-0.2764,0.2176,0.406
0.173609,0.1640,-0.3456,0.1216,0.401
0.178675,0.1722,-0.3620,0.0310,0.402
0.182575,0.2421,-0.5203,-0.0014,0.574
0.188012,0.1831,-0.6292,0.0995,0.663
0.193108,0.0913,-0.6372,0.2375,0.686
0.197734,0.0953,-0.6402,0.2552,0.696
0.202901,-0.0006,-0.4815,0.1965,0.520
0.207795,-0.0149,-0.2812,-0.0233,0.283
0.215611,-0.1193,-0.1251,-0.1741,0.245
0.217734,-0.2608,0.0247,-0.1001,0.280
0.222870,-0.3299,0.1113,0.0581,0.353
0.229231,-0.2988,0.0971,0.1328,0.341
0.233705,-0.2774,0.0734,0.1774,0.337
0.237889,-0.1992,0.0784,0.2833,0.355
0.246188,-0.1454,0.0931,0.4174,0.452
0.247420,-0.1347,0.0605,0.5559,0.575
0.254414,-0.2097,0.0050,0.6373,0.671
0.259088,-0.3791,-0.0213,0.8941,0.971
0.264007,-0.4235,-0.0565,0.8870,0.985
0.267149,-0.3868,-0.1102,0.7228,0.827
0.275046,-0.2508,-0.2200,0.6067,0.692
0.278103,-0.2062,-0.3134,0.5854,0.695
0.283234,-0.2904,-0.3288,0.4921,0.659
0.288468,-0.3218,-0.3239,0.2854,0.538
0.294045,-0.3243,-0.3371,0.1234,0.484
0.297272,-0.3222,-0.3257,-0.0364,0.460
0.302852,-0.3437,-0.3472,-0.2552,0.551
0.307750,-0.2890,-0.3349,-0.2615,0.514
0.313418,-0.4630,0.4128,0.8199,1.028
0.317720,0.1389,-0.9683,-1.0602,1.443
0.322586,0.0470,-0.1196,0.1275,0.181
0.327455,0.3407,-0.9163,-0.0616,0.980
0.338399,0.0476,-0.4693,-0.1050,0.483
0.339274,0.0373,-0.3484,-0.1599,0.385
0.342920,0.1554,-0.3464,-0.0507,0.383
0.347142,0.1443,-0.2205,0.1065,0.284
0.353535,0.1760,-0.1195,0.1063,0.238
0.357342,0.2454,-0.0765,0.1199,0.284
0.362444,0.2049,-0.0766,0.1136,0.246
0.367624,0.1409,-0.0197,0.2060,0.250
0.374044,0.0869,0.0461,0.1540,0.183
0.377731,0.0285,0.0591,-0.1778,0.190
0.382224,-0.0103,0.0433,-0.3063,0.310
0.387620,0.0224,-0.0910,-0.3281,0.341
0.393752,0.0597,-0.2380,-0.2629,0.360
0.397926,-0.0602,-0.2406,-0.1688,0.300
0.403279,-0.1696,-0.1147,-0.1026,0.229
0.408253,-0.1403,-0.1274,0.1587,0.247
0.414532,-0.0733,-0.1255,0.2712,0.308
0.418884,-0.0781,0.0047,0.3261,0.335
0.423313,-0.0212,0.0717,0.3476,0.356
0.435234,0.0686,0.1709,0.3407,0.387
0.435754,0.1481,0.2307,0.3196,0.421
0.437684,0.1985,0.2607,0.2937,0.440
0.442265,0.2674,0.3231,0.2444,0.485
0.447936,0.2931,0.2846,0.3573,0.543
0.454777,0.2236,0.3127,0.4217,0.571
0.460966,0.0786,0.5392,0.3530,0.649
0.464262,0.2247,0.1364,0.6743,0.724
0.467907,0.0939,0.1460,0.5548,0.581
0.474136,-0.0358,0.1699,0.3838,0.421
0.478230,-0.1739,0.3069,0.0582,0.358
0.484321,-0.1255,0.4036,-0.1156,0.438
0.487645,-0.0203,0.2137,-0.0205,0.216
0.493551,-0.1251,0.1677,0.0606,0.218
0.498125,-0.2623,0.1598,0.1942,0.363
0.502957,-0.2368,0.1184,0.2468,0.362
0.507903,-0.1213,0.0726,0.3617,0.388
0.514203,-0.1682,0.0886,0.5524,0.584
0.520953,-0.0960,0.1607,0.8927,0.912
0.524778,0.0041,0.1083,1.0757,1.081
0.528531,-0.0392,0.1132,1.2590,1.265
0.533655,-0.0916,0.0606,1.3950,1.399
0.537962,-0.0770,-0.0159,1.4033,1.405
0.542894,0.0277,-0.0496,1.3187,1.320
0.548109,0.1506,-0.0973,1.2426,1.256
0.553193,0.1775,-0.1446,1.1188,1.142
0.558039,0.1709,-0.1583,0.8910,0.921
0.563162,0.1073,-0.2193,0.5796,0.629
0.568281,-0.0223,-0.1751,0.2146,0.278
0.573416,-0.0700,-0.1742,0.0200,0.189
0.578358,-0.0034,-0.1637,0.0944,0.189
0.583079,0.3620,-0.4425,0.0695,0.576
0.588635,0.4723,-0.4890,0.2651,0.730
0.594766,0.4581,-0.3395,0.4838,0.748
0.599554,0.4154,-0.4614,0.7482,0.972
0.603463,0.3444,-0.4299,0.8723,1.032
0.607567,0.3263,-0.4125,0.9471,1.083
0.614489,0.3083,-0.3759,1.0253,1.135
0.619135,0.2856,-0.3203,1.1639,1.241
0.627080,0.2963,-0.2415,1.3809,1.433
0.627735,0.1883,-0.1402,1.5416,1.559
0.634969,0.1763,-0.1218,1.5608,1.575
0.637915,0.2025,-0.0570,1.5297,1.544
0.642604,0.2048,-0.0695,1.3494,1.367
0.648651,0.0124,0.0693,1.0690,1.071
0.654512,-0.2543,0.1056,0.6713,0.726
0.660483,-0.1907,-0.0784,0.3098,0.372
0.664602,-0.0943,-0.1045,0.1320,0.193
0.667726,-0.0558,-0.0545,0.1269,0.149
0.674020,0.0395,-0.1380,0.1273,0.192
0.678457,0.0389,-0.1162,0.3287,0.351
0.682845,0.0906,-0.0851,0.6104,0.623
0.688625,0.1894,-0.1016,0.8339,0.861
0.694008,0.1734,-0.0659,1.0229,1.040
0.697700,0.1529,-0.0643,1.1396,1.152
0.703365,0.1136,-0.2159,1.0847,1.112
0.709470,0.1842,-0.2249,1.1164,1.154
0.713839,0.3207,-0.1918,1.0864,1.149
0.718143,0.4893,-0.1920,1.3119,1.413
0.728710,0.4901,-0.2438,1.5085,1.605
0.729544,0.1534,-0.3039,1.4898,1.528
0.739274,-0.0998,-0.4586,1.0928,1.189
0.740516,-0.3937,-0.2850,0.8352,0.966
0.742723,-0.2858,-0.5277,0.4609,0.757
0.748469,-0.1645,-0.6597,0.3326,0.757
0.753070,-0.1818,-0.5776,0.1546,0.625
0.758307,-0.2132,-0.5776,-0.0012,0.616
0.763256,-0.3154,-0.5547,-0.2343,0.680
0.768398,-0.4307,-0.3905,-0.5625,0.809
0.773616,-0.4499,-0.3144,-0.6853,0.878
0.778581,-0.4782,-0.3583,-0.5149,0.789
0.782754,-0.5964,-0.4359,-0.3673,0.825
0.790284,-0.4712,-0.5849,-0.2234,0.784
0.793406,-0.3043,-0.8463,-0.2062,0.923
0.798523,-0.2862,-0.8713,-0.0398,0.918
0.803124,-0.5344,-0.6193,0.1596,0.833
0.808805,-0.7950,-0.5443,0.1489,0.975
0.814146,-1.0581,-0.4316,0.2815,1.177
0.818418,-1.3001,-0.3816,0.4171,1.418
0.833195,-1.4214,-0.4319,0.4936,1.565
0.833846,-1.5702,-0.5953,0.5013,1.752
0.834130,-1.9270,-0.6093,0.5442,2.093
0.838511,-2.3854,-0.5845,0.3559,2.482
0.843122,-2.8172,-0.6302,0.1019,2.889
0.848708,-3.3203,-0.6272,-0.2423,3.388
0.854123,-3.7941,-0.6526,-0.6074,3.897
0.860279,-4.2911,-0.6689,-0.7340,4.404
0.864409,-4.7251,-0.6717,-0.7133,4.826
0.869614,-5.0244,-0.6706,-0.6370,5.109
0.874231,-5.3043,-0.6936,-0.6158,5.385
0.879352,-5.4355,-0.7639,-0.7311,5.537
0.884491,-5.4807,-0.6994,-0.8047,5.583
0.888788,-5.5114,-0.5346,-0.8033,5.595
0.893644,-5.3747,-0.3183,-0.7427,5.435
0.898992,-5.1328,-0.0609,-0.6725,5.177
0.903724,-4.8144,0.2460,-0.3984,4.837
0.909749,-4.2616,0.2571,0.0282,4.269
0.913878,-3.6422,0.0212,0.1894,3.647
0.918303,-3.1429,-0.1832,0.0470,3.149
0.924692,-2.8401,-0.1600,-0.3591,2.867
0.928388,-2.6714,0.0522,-0.9553,2.838
0.933990,-2.5648,0.3234,-1.4480,2.963
0.938987,-2.3480,0.5576,-1.7750,2.996
0.942890,-2.0738,0.7646,-2.1080,3.054
0.948312,-1.7281,0.7343,-2.5602,3.175
0.954020,-1.5025,0.7505,-2.1553,2.732
0.958477,-1.4302,1.0238,-1.6853,2.436
0.963392,-1.2911,1.1329,-1.1230,2.052
0.969759,-0.8459,1.2648,-0.5656,1.623
0.974761,-0.2531,1.1952,-0.1283,1.228
0.978992,0.4106,0.9589,0.1122,1.049
0.983095,1.0683,0.6966,0.2954,1.309
0.989382,1.4329,0.6815,0.5415,1.677
0.994113,1.6484,0.7736,0.8709,2.019
0.999825,1.9591,0.7711,0.9488,2.309
1.003593,2.2787,0.7789,0.9522,2.590
1.009373,2.6405,0.9270,1.0251,2.980
1.014761,2.6762,1.0865,0.8662,3.015
1.017923,2.4053,1.1223,0.6348,2.729
1.028291,2.3689,1.0009,0.3029,2.589
1.028936,2.3800,0.7803,-0.0092,2.505
1.033838,2.2713,0.6330,-0.3678,2.386
1.038556,2.0955,0.5108,-0.6949,2.266
1.044194,1.8242,0.5040,-0.8551,2.077
1.048979,1.7830,0.4026,-0.9042,2.039
1.054674,1.1103,0.0100,-1.2879,1.700
1.060715,0.6682,-0.0911,-1.6665,1.798
1.064835,2.2511,-2.4255,-4.9066,5.918
1.067921,1.4591,-1.6550,-5.4030,5.836
1.075024,0.3620,0.0328,-4.0766,4.093
1.078424,0.0941,0.7053,-2.9055,2.991
1.082808,0.1376,0.7750,-2.0533,2.199
1.089552,0.4585,0.4785,-1.5086,1.648
1.095351,0.8461,0.2683,-1.0340,1.363
1.101109,0.9987,0.3175,-0.5811,1.198
1.105652,1.0412,0.3913,-0.1360,1.121
1.108533,0.9592,0.4079,0.1423,1.052
1.118979,0.7768,0.4242,0.3101,0.938
1.119506,0.6327,0.4303,0.2799,0.815
1.124051,0.5510,0.4024,0.0378,0.683
1.130219,0.5266,0.4129,-0.2718,0.722
1.134008,0.4783,0.4143,-0.4042,0.751
1.139865,0.3534,0.5071,-0.4315,0.754
1.144418,0.2526,0.6814,-0.2730,0.776
1.148601,0.2665,0.7596,-0.1978,0.829
1.153839,0.4670,0.7089,-0.2921,0.898
1.159477,0.7964,0.5590,-0.4110,1.056
1.163979,1.0918,0.3687,-0.6538,1.325
1.169088,1.2865,0.2007,-0.9466,1.610
1.173806,1.3424,0.2273,-1.2878,1.874
1.178853,1.2213,0.2985,-1.2134,1.747
1.183299,1.2726,0.1459,-1.2141,1.765
1.189370,1.3335,0.2671,-1.3189,1.894
1.195127,1.4470,0.3793,-1.3370,2.006
