time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002980,-0.0654,0.1074,0.3402,0.363
0.003298,-0.0079,0.0919,0.4367,0.446
0.005592,0.1252,0.0294,0.4177,0.437
0.010401,0.1336,0.0150,0.3413,0.367
0.017175,0.0707,0.0198,0.2602,0.270
0.021123,0.0178,-0.0038,0.2268,0.228
0.025340,-0.0109,0.0156,0.2169,0.218
0.030550,-0.0109,-0.0080,0.1925,0.193
0.036241,-0.0156,-0.0220,0.1394,0.142
0.041353,0.0177,-0.0455,0.0485,0.069
0.045617,0.0032,-0.0689,-0.0083,0.069
0.050644,-0.0064,-0.0588,-0.0408,0.072
0.055287,0.0078,-0.0108,-0.1061,0.107
0.060524,0.0029,-0.0155,-0.1468,0.148
0.065369,0.0218,0.0179,-0.1536,0.156
0.070501,0.0310,0.0225,-0.0793,0.088
0.075340,0.0164,0.0273,-0.0576,0.066
0.082223,-0.0313,0.0368,-0.1310,0.140
0.086366,-0.0311,0.0605,-0.1134,0.132
0.093418,0.0784,0.0225,-0.0719,0.109
0.095258,0.0635,-0.0006,-0.0542,0.083
0.100445,0.0060,-0.0185,-0.0508,0.054
0.106124,-0.0131,-0.0505,-0.1141,0.125
0.110468,-0.0035,-0.0346,-0.1720,0.175
0.114798,0.0488,-0.0377,-0.2148,0.223
0.121569,0.0247,-0.0359,-0.0813,0.092
0.125488,-0.0088,-0.0200,0.0653,0.069
0.131092,0.0008,0.0147,0.1011,0.102
0.135157,0.0340,0.0110,0.1174,0.123
0.142127,0.0100,0.0263,0.1003,0.104
0.145831,-0.0376,0.0176,0.0592,0.072
0.151158,-0.0184,-0.0339,0.0275,0.047
0.155611,0.0245,0.0149,-0.1089,0.113
0.160861,-0.0280,-0.0222,-0.1158,0.121
0.165503,-0.0468,-0.0355,-0.1130,0.127
0.171316,-0.0465,-0.0393,-0.1956,0.205
0.175983,-0.0842,-0.0100,-0.2819,0.294
0.193612,-0.0645,0.0380,-0.2764,0.286
0.194869,-0.0355,0.0144,-0.2512,0.254
0.195097,-0.0447,0.0052,-0.2731,0.277
0.199255,-0.0728,-0.0086,-0.2615,0.272
0.201283,-0.0342,0.0107,-0.2307,0.233
0.205549,-0.0243,0.0253,-0.0716,0.080
0.211988,0.0234,0.0491,0.0862,0.102
0.216834,0.0422,0.0728,0.1667,0.187
0.221600,0.0657,0.0630,0.1894,0.210
0.226659,0.0794,0.0723,0.1689,0.200
0.232626,0.0882,0.0482,0.1532,0.183
0.235761,0.1065,0.0339,0.1372,0.177
0.241804,0.0913,-0.0040,0.1067,0.141
0.245515,0.1048,-0.0224,0.0381,0.114
0.250870,0.0897,-0.0121,-0.0586,0.108
0.257497,0.0557,-0.0066,-0.0976,0.113
0.261683,0.0219,-0.0154,-0.1412,0.144
0.266430,0.0217,0.0091,-0.2084,0.210
0.270566,-0.0118,0.0381,-0.2657,0.269
0.275966,-0.0117,0.0337,-0.2416,0.244
0.281953,0.0121,0.0625,-0.1985,0.208
0.286162,-0.0450,0.0578,-0.1696,0.185
0.292768,-0.0874,0.0959,-0.1549,0.202
0.295547,-0.0582,0.1145,-0.1021,0.164
0.300526,-0.0435,0.0948,0.0312,0.109
0.305566,-0.0003,0.0421,0.1157,0.123
0.312115,0.0234,0.0325,0.1187,0.125
0.316883,0.0232,0.0374,0.1407,0.147
0.321680,0.0040,0.0613,0.1388,0.152
0.325945,-0.0198,0.0658,0.1415,0.157
0.333254,-0.0672,0.0703,0.1345,0.166
0.336511,-0.0429,0.0556,0.1225,0.141
0.342534,0.0334,0.0505,0.0059,0.061
0.350379,0.0284,-0.0113,-0.0480,0.057
0.352060,0.0234,-0.0297,-0.0919,0.099
0.355708,0.0041,0.0091,-0.1117,0.112
0.360444,-0.0197,0.0095,-0.0601,0.064
0.365629,-0.0243,0.0431,0.0101,0.050
0.371456,-0.0336,0.0337,0.0560,0.074
0.376383,-0.0239,0.0433,0.0497,0.070
0.381813,-0.0142,0.0386,0.0484,0.064
0.388048,0.0049,0.0149,0.0855,0.087
0.394052,-0.0236,0.0390,0.1366,0.144
0.396106,-0.0567,0.0390,0.1827,0.195
0.401068,-0.0705,0.0579,0.2286,0.246
0.405404,-0.0509,0.0622,0.1935,0.210
